,station_name,station_name_eng,station_address,station_longitude,station_latitude,station_type,geometry
87,แม่ฮ่องสอน2,Mae Hong Son2,ดอยห้วยนางปุ๊ 41  หมู่ที่ 11 ต.ห้วยโป่ง อ.เมือง จ.แม่ฮ่องสอน ,98.034777,19.1065,A1,POINT (98.03477700000001 19.1065)
88,แม่สะเรียง,Mae Sareang, 259 หมู่ที่ 3  ต.แม่สะเรียง  อ.แม่สะเรียง จ.แม่ฮ่องสอน ,97.944614,18.169806,A1,POINT (97.944614 18.169806)
89,ปาย,Pai,222  หมู่ที่ 2  ต.แม่นาเติง  อ.ปาย   จ. แม่ฮ่องสอน ,98.42124799999999,19.385555,A1,POINT (98.42124799999999 19.385555)
90,ลำปาง,Lampang,ดอยโตน ต.พระบาท อ.เมือง จ.ลำปาง,99.560597,18.234928,M,POINT (99.560597 18.234928)
91,เถิน,Thoen,เขา 716 ถ.เถิน-ลี้ ต.ล้อมแรด อ.เถิน จ.ลำปาง ,99.10484,17.66402,A1,POINT (99.10484 17.66402)
92,วังเหนือ,Wang Nuea,หมู่ที่ 6 ต.วังเหนือ อ.วังเหนือ จ.ลำปาง ,99.61201,19.170479999999998,A2,POINT (99.61201 19.17048)
93,งาว,Ngao,หมู่ที่ 8 ต.บ้านโป่ง อ.งาว จ.ลำปาง ,99.95493,18.71786,A3,POINT (99.95493 18.71786)
94,เชียงราย,Chiang Rai,ดอยปุย ต.สันทราย อ.เมือง จ.เชียงราย,99.867041,19.813755,M,POINT (99.867041 19.813755)
95,พะเยา1,Phayao1,104  หมู่ที่ 14  ต.บ้านต๋อม  อ.เมือง  จ.พะเยา  ,99.880542,19.194063,A1,POINT (99.88054200000001 19.194063)
96,พะเยา2,Phayao2,ต.แม่กา อ. เมือง จ.พะเยา  ,99.911417,18.988389,A1,POINT (99.911417 18.988389)
97,เชียงของ,Chiang Khong,70 หมู่ที่ 2  ต.เวียง  อ.เชียงของ จ.เชียงราย ,100.411051,20.246216,A2,POINT (100.411051 20.246216)
98,เวียงป่าเป้า,Wiang Pa Pao,199 หมู่ที่3 ถ.เชียงใหม่-เชียงราย ต.เวียง อ.เวียงป่าเป้า จ.เชียงราย ,99.508308,19.344348,A2,POINT (99.508308 19.344348)
99,แม่สรวย,Mae Suai,ดอยม่อนป่าก๋อย อ.แม่สรวย  จ.เชียงราย,99.466883,19.663794,A2,POINT (99.466883 19.663794)
100,แม่ฟ้าหลวง,Mae Fa Luang,ต.เทอดไทย อ.แม่ฟ้าหลวง จ.เชียงราย,99.66722,20.238833,A3,POINT (99.66722 20.238833)
101,เวียงแก่น,Wiang Kaen,ต.หล่ายงาว อ.เวียงแก่น จ.เชียงราย,100.501612,20.112444,A3,POINT (100.501612 20.112444)
102,ภูซาง,Phu Sang,ต.ป่าสัก  อ.ภูซาง  จ.พะเยา,100.343944,19.605110999999997,A3,POINT (100.343944 19.605111)
103,ปง,Pong,อ.ปง  จ.พะเยา,100.27496500000001,19.153969,A3,POINT (100.274965 19.153969)
104,เชียงม่วน,Chiang Muan,อ.เชียงม่วน  จ.พะเยา,100.29207,18.885285999999997,A3,POINT (100.29207 18.885286)
105,น่าน,Nan,เขาหินแก้ว ถ.ยันตรกิจโกศล อ.เมือง จ.น่าน,100.74115,18.742639999999998,M,POINT (100.74115 18.74264)
